2025-02,-29.9
2025-02,0
2025-02,3867.88
2025-02,59.7
2025-02,666.78
2025-03,-89.82
2025-03,0
2025-03,0
2025-03,1114.41
2025-03,241.86
2025-03,4658.28
2025-04,-49.9
2025-04,0
2025-04,1616.22
2025-04,239.94
2025-04,3983.52
2025-05,-39.9
2025-05,1092.58
2025-05,19.9
2025-05,910.42
Month,Sales
